foil_type,sequence_length,episode_index,trial_index_within_episode,study_length,target_name,foil_name,old_beta_mean,foil_beta_mean,old_delta_s_norm,foil_delta_s_norm,old_mean_conf_self,foil_mean_conf_self,beta_accuracy,delta_s_accuracy,conf_self_accuracy
novel,1000,1,100,1000,26442719.thl.jpg,moneyslotmachine.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,1,1000,accord1.jpg,accord2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,2,1000,waterbottle1.JPG,waterbottle2.JPG,0.0,-128.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
state,1000,1,3,1000,container1.JPG,container2.JPG,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,4,1000,bread1.jpg,bread2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,5,1000,apple1.jpg,apple2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,6,1000,patiota1.jpg,patiota2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,7,1000,books1.JPG,books2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,8,1000,dishwash1.jpg,dishwash2.jpg,1.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,9,1000,crayon1.jpg,crayon2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,10,1000,player1.jpg,player2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,11,1000,dryer1.jpg,dryer2.jpg,-80.0,-128.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
state,1000,1,12,1000,abacus1.jpg,abacus2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,13,1000,antiquechest1.jpg,antiquechest2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,14,1000,theasea1.jpg,theasea2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,15,1000,tent1.jpg,tent2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,16,1000,scales1.jpg,scales2.jpg,nan,1.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,17,1000,filebox1.jpg,filebox2.jpg,112.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,18,1000,antiquephone1.jpg,antiquephone2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,19,1000,pie1.JPG,pie2.JPG,-128.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,20,1000,napdisp1.jpg,napdisp2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,21,1000,apples1.JPG,apples2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,22,1000,servdis1.jpg,servdis2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,23,1000,alligatorsk1.jpg,alligatorsk2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,24,1000,schoolbag1.JPG,schoolbag2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,25,1000,traffic1.jpg,traffic2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,26,1000,dice1.jpg,dice2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,27,1000,twofingers1.JPG,twofingers2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,28,1000,handshake1.JPG,handshake2.JPG,nan,-64.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,29,1000,racketball1.jpg,racketball2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,30,1000,dishes1.JPG,dishes2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,31,1000,redbox1.jpg,redbox2.jpg,-112.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,32,1000,pumpkinpie1.jpg,pumpkinpie2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,33,1000,iron1.jpg,iron2.jpg,nan,-112.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,34,1000,briefcasece1.jpg,briefcasece2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,35,1000,groomingset1.jpg,groomingset2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,36,1000,cerobj1.jpg,cerobj2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,37,1000,dresser1.JPG,dresser2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,38,1000,scissors1.JPG,scissors2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,39,1000,lunchbox1.jpg,lunchbox2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,40,1000,sweater1.jpg,sweater2.jpg,nan,-48.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,41,1000,drum1.jpg,drum2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,42,1000,piggybank1.jpg,piggybank2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,43,1000,oldbook1.JPG,oldbook2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,44,1000,present1.jpg,present2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,45,1000,notebook1.jpg,notebook2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,46,1000,typewriter1.jpg,typewriter2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,47,1000,bottle1.jpg,bottle2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,48,1000,telephone1.JPG,telephone2.JPG,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,49,1000,cookingpot1.JPG,cookingpot2.JPG,-128.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,50,1000,boxcookies1.JPG,boxcookies2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,51,1000,breadbox1.JPG,breadbox2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,52,1000,clipboard1.jpg,clipboard2.jpg,nan,-48.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,53,1000,carton1.jpg,carton2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,54,1000,bagel1.JPG,bagel2.jpg,nan,-128.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,55,1000,rhinoceros1.jpg,rhinoceros2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,56,1000,redumbrella1.jpg,redumbrella2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,57,1000,glassjuice1.JPG,glassjuice2.JPG,-128.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,58,1000,padlock1.jpg,padlock2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,59,1000,giftbag1.jpg,giftbag2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,60,1000,coffeemaker1.JPG,coffeemaker2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,61,1000,bulletandca1.jpg,bulletandca2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,62,1000,belt1.jpg,belt2.jpg,16.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,63,1000,babytoy1.JPG,babytoy2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,64,1000,waffleiron1.jpg,waffleiron2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,65,1000,toilet1.JPG,toilet2.JPG,-128.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,66,1000,metronome1.jpg,metronome2.JPG,0.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
state,1000,1,67,1000,cabinet1.jpg,cabinet2.jpg,4.0,0.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
state,1000,1,68,1000,tiger1.jpg,tiger2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,69,1000,deepfryer1.jpg,deepfryer2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,70,1000,tomato1.jpg,tomato2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,71,1000,coffeegrind1.jpg,coffeegrind2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,72,1000,laptop1.JPG,laptop2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,73,1000,basketofpeppers1.jpg,basketofpeppers2.jpg,nan,-48.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,74,1000,barnmail1.jpg,barnmail2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,75,1000,cantaloupe1.jpg,cantaloupe2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,76,1000,seatbelt1.jpg,seatbelt2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,77,1000,whitebox1.jpg,whitebox2.jpg,4.0,80.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
state,1000,1,78,1000,containero1.jpg,containero2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,79,1000,garbagecans1.jpg,garbagecans2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,80,1000,cheese1.JPG,cheese2.JPG,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,81,1000,bandagetape1.jpg,bandagetape2.jpg,nan,-128.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,82,1000,teacupplate1.jpg,teacupplate2.jpg,16.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,83,1000,ballofyarn1.jpg,ballofyarn2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,84,1000,banana1.jpg,banana2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,85,1000,donut1.jpg,donut2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,86,1000,mirror1.jpg,mirror2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,87,1000,briefcase1.JPG,briefcase2.JPG,0.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,88,1000,purplecoffee1.jpg,purplecoffee2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,89,1000,eggplant1.jpg,eggplant2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,90,1000,biscuit1.jpg,biscuit2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,91,1000,basketofapples1.jpg,basketofapples2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,92,1000,accordion1.JPG,accordion2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,93,1000,egg1.jpg,egg2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,94,1000,polarbear1.jpg,polarbear2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,95,1000,toast1.jpg,toast2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,96,1000,scanner1.JPG,scanner2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,97,1000,dough1.jpg,dough2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,98,1000,diapers1.jpg,diapers2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,99,1000,redcabbage1.jpg,redcabbage2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
state,1000,1,100,1000,firetrucktoy1.jpg,firetrucktoy2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
