foil_type,sequence_length,episode_index,trial_index_within_episode,study_length,target_name,foil_name,old_beta_mean,foil_beta_mean,old_delta_s_norm,foil_delta_s_norm,old_mean_conf_self,foil_mean_conf_self,beta_accuracy,delta_s_accuracy,conf_self_accuracy
exemplar,1000,1,23,1000,wineglass1.jpg,wineglass2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,24,1000,lighter1.jpg,lighter2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,25,1000,razor1.jpg,razor2.jpg,nan,-128.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,26,1000,toyairplane1.jpg,toyairplane2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,27,1000,dogpresent1.JPG,dogpresent2.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,28,1000,rabbitstuffed1.jpg,rabbitstuffed2.jpg,0.0,-48.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
exemplar,1000,1,29,1000,spraybottle1.jpg,spraybottle2.jpg,4.0,0.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
exemplar,1000,1,30,1000,anchor1.jpg,anchor2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,31,1000,skull1.jpg,skull2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,32,1000,graduatedcylinder1.jpg,graduatedcylinder2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,33,1000,doorway1.jpg,doorway2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,34,1000,stapleremover1.jpg,stapleremover2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,35,1000,muffin1.jpg,muffin2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,36,1000,bathingsuit1.jpg,bathingsuit2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,37,1000,money1.jpg,money2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,38,1000,spraynozzle1.jpg,spraynozzle2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,39,1000,toyhandorn1.jpg,toyhandorn2.jpg,-80.0,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
exemplar,1000,1,40,1000,hotair1.jpg,hotair2.jpg,64.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
exemplar,1000,1,41,1000,log1.jpg,log2.jpg,64.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,42,1000,tractor1.jpg,tractor2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,43,1000,soccerball1.jpg,soccerball2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,44,1000,fishbowl1.jpg,fishbowl2.jpg,nan,96.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,45,1000,microscope1.jpg,microscope2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,46,1000,wheelchair1.jpg,wheelchair2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,47,1000,bracelet1.jpg,bracelet2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,48,1000,guitar1.jpg,guitar2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,49,1000,soapdish1.jpg,soapdish2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,50,1000,cow1.jpg,cow2.jpg,-112.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,51,1000,bassguitar1.jpg,bassguitar2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,52,1000,tongs1.jpg,tongs2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,53,1000,bikehelmet1.jpg,bikehelmet2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,54,1000,spool1.jpg,spool2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,55,1000,balloon1.jpg,balloon2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,56,1000,turtle1.jpg,turtle2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,57,1000,train1.jpg,train2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,58,1000,candy1.jpg,candy2.jpg,-128.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,59,1000,fan1.jpg,fan2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,60,1000,basket1.jpg,basket2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,61,1000,chocolatebar1.jpg,chocolatebar2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,62,1000,oritable1.jpg,oritable2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,63,1000,toykeys1.jpg,toykeys2.JPG,nan,16.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,64,1000,cabinet1.jpg,cabinet2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,65,1000,bicycle1.jpg,bicycle2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,66,1000,bell1.jpg,bell2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,67,1000,chocolatecake.jpg,chocolatecake2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,68,1000,icecream1.jpg,icecream2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,69,1000,rabbit1.jpg,rabbit2.jpg,nan,1.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,70,1000,breadloaf1.jpg,breadloaf2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,71,1000,citroen1.jpg,citroen2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,72,1000,peppers1.jpg,peppers2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,73,1000,pliers1.jpg,pliers2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,74,1000,headphone1.jpg,headphone2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,75,1000,scroll1.jpg,scroll2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,76,1000,soother1.jpg,soother2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,77,1000,baseballglove1.jpg,baseballglove2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,78,1000,remote1.jpg,remote2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,79,1000,ship1.jpg,ship2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,80,1000,binoculars1.jpg,binoculars2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,81,1000,starfish1.jpg,starfish2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,82,1000,toydinosaur1.jpg,toydinosaur2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,83,1000,sunglasses1.jpg,sunglasses2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,84,1000,suitcase1.jpg,suitcase2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,85,1000,cone1.jpg,cone2.jpg,-112.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,86,1000,trophy1.jpg,trophy2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,87,1000,teapot1.JPG,teapot2.JPG,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,88,1000,goggles1.jpg,goggles2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,89,1000,backgammon1.jpg,backgammon2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,90,1000,stapler1.jpg,stapler2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,91,1000,metalpin1.jpg,metalpin2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,92,1000,stool1.jpg,stool2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,93,1000,soapbottle1.jpg,soapbottle2.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,94,1000,plate1.jpg,plate2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,95,1000,rake1.jpg,rake2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,96,1000,toywrench1.jpg,toywrench2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,97,1000,woodenbarrel1.jpg,woodenbarrel2.jpg,0.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,98,1000,cheesecrackers1.jpg,cheesecrackers2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,99,1000,santahat1.jpg,santahat2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
exemplar,1000,1,100,1000,gardeningshovel1.jpg,gardeningshovel2.jpg,0.0,80.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
novel,1000,1,1,1000,Astirstick.jpg,APROSTLE2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,2,1000,traffic1.jpg,ABASTER2.jpg,0.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
novel,1000,1,3,1000,AFOODBLEN.jpg,Atoothbrush3.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,4,1000,biblebar.jpg,AFOODTAB2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,5,1000,ACAPTAIN9.jpg,Aancientstat3.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,6,1000,Awoodplaner2.jpg,Anoismake.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,7,1000,keys-a.jpg,8026084.thl.jpg,16.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,8,1000,showercurtainsuchi.jpg,Adriedleaf.jpg,0.0,80.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
novel,1000,1,9,1000,AARTMELON.jpg,Atoyboxwithb2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,10,1000,AANTIDRES.jpg,AHYPONEE3.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,11,1000,ACONSTRU9.jpg,Aantiquevege3.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,12,1000,AOLDBAT2.jpg,ACHRIST14.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,13,1000,26443034.thl.jpg,Atoycoffeepo2.jpg,-64.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,14,1000,Atwowayradio2.jpg,Acomputerdriv.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,15,1000,tent1.jpg,kimono.JPG,-32.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,16,1000,iron1.jpg,mixer.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,17,1000,ASPOTLIG2.jpg,Aaircompress2.jpg,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,18,1000,AREDPLUM.jpg,AGHOST.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,19,1000,AARTIFLE2.jpg,heartchocolat.jpg,16.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,20,1000,muffin1.jpg,AOSTRICH2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,21,1000,23025535.thl.jpg,26420979.thl.jpg,-128.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
novel,1000,1,22,1000,Aeasteregg14.jpg,Aacarthatsbe2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,23,1000,ALARGECA2.jpg,Atoyfurnitu14.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,24,1000,26432899.thl.jpg,AAMBULAN7.jpg,-112.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,25,1000,ACHIPPER.jpg,rollerblades.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,26,1000,26427111.thl.jpg,butternutsquash.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,27,1000,goggles1.jpg,22806086.thl.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,28,1000,AWHISTLE4.jpg,Agnu.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,29,1000,AHAZELNU3.jpg,Aruler16.jpg,-128.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,30,1000,crayon1.jpg,AGERMANH4.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,31,1000,B_makeupbag.jpg,26433387.thl.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,32,1000,ABEDROOM8.jpg,ACUTBOAR2.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,33,1000,redbox1.jpg,ACANE2.jpg,-48.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,34,1000,ACASTANET.jpg,ACLOWSTE5.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,35,1000,Agrilledmeata.jpg,bobbypins.JPG,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,36,1000,AWINDSU21.jpg,AARCH.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,37,1000,backgammon1.jpg,ADIRECSI3.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,38,1000,26467443.thl.jpg,AAFRICI13.jpg,0.0,96.0,nan,nan,2.1540307998657227,2.1540307998657227,0.0,0.5,0.5
novel,1000,1,39,1000,outdoorheater.jpg,cigarette03.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,40,1000,311-863-217.jpg,AHEATER3.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,41,1000,Adayplanner.jpg,26428041.thl.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,42,1000,headcomb1.jpg,26437074.thl.jpg,0.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,43,1000,Awindow19.jpg,Acombination6.jpg,4.0,-48.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
novel,1000,1,44,1000,APYRITE7.jpg,eutslfl.jpg,0.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,45,1000,ASEWING.jpg,26433347.thl.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,46,1000,Ahotdogplain.jpg,Adresser11.jpg,-48.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,47,1000,seatbelt1.jpg,ADRESSE14.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,48,1000,26423873.thl.jpg,Awindmill4.jpg,0.0,-112.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
novel,1000,1,49,1000,AANGLEME2.jpg,ADOG15.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,50,1000,reportfile1.jpg,Aangel37.jpg,nan,16.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,51,1000,26451168.thl.jpg,Agame3.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,52,1000,ABEERBOT5.jpg,Ataco.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,53,1000,26374798.thl.jpg,Aspoonofsug11.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,54,1000,AAGATE.jpg,ACREAME11.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,55,1000,ACURLER.jpg,APAPYRUS.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,56,1000,Abutterchurn5.jpg,AAIRGAUGE.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,57,1000,10049566.thl.jpg,ABEARIN12.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,58,1000,peppers1.jpg,AHOUSBOA3.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,59,1000,ACHINCHI4.jpg,Abathroomcup3.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,60,1000,Ahulahoop2.jpg,8022057.thl.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,61,1000,26379612.thl.jpg,26460317.thl.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,62,1000,hulk.jpg,Aoilcan11.jpg,nan,112.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,63,1000,Abooties4.jpg,ACOWCREAM.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,64,1000,22896812.thl.jpg,ASKIPROP2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,65,1000,alligatorsk1.jpg,barbwirecoil.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,66,1000,ADOUBHOOK.jpg,ACHEESESL.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,67,1000,cookingpot1.JPG,Aboardgame6.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,68,1000,carton1.jpg,ACLAM.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,69,1000,AAFRICI10.jpg,Acocktailumb4.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,70,1000,AREDBEAN5.jpg,Alogholder.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,71,1000,ADRESS2.jpg,Ameasuringsp5.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,72,1000,Aantiquerota7.jpg,AREEL.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,73,1000,Aantelope2.jpg,Acane116.jpg,80.0,16.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
novel,1000,1,74,1000,26376346.thl.jpg,23028486.thl.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,75,1000,8079436.thl.jpg,Apig5.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,76,1000,accordion1.JPG,ABUGLE2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,77,1000,polarbear1.jpg,ATOOL9.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,78,1000,AOPGLASS.jpg,sntslrc.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,79,1000,cd2-a.jpg,ACHINLAMP.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,80,1000,ACAMPFIRE.jpg,surfboard.JPG,4.0,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,81,1000,baseballglove1.jpg,Aspoon14.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,82,1000,cone1.jpg,Aadjustablec2.jpg,4.0,0.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
novel,1000,1,83,1000,ALAB2.jpg,AMIRRORT2.jpg,nan,-16.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,84,1000,champagnbottles.jpg,butterflycross-stitch.jpg,4.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,85,1000,10049816.thl.jpg,ABLUBLOTT.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,86,1000,ABAGFLOU3.jpg,Abottleofbat2.jpg,0.0,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,87,1000,gymvaulting2.jpg,8252065.thl.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,88,1000,ACOLOGNE.jpg,AKITE5.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,89,1000,oignonrings.jpg,Apinkshoe.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,90,1000,gymvaulting.jpg,22949719.thl.jpg,0.0,-128.0,nan,nan,2.1540307998657227,2.1540307998657227,1.0,0.5,0.5
novel,1000,1,91,1000,ASCREEN3.jpg,26389125.thl.jpg,-48.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,92,1000,ADEEPFRY5.jpg,Asafetyrope.jpg,80.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,93,1000,butter03.jpg,ASTAMPS.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,94,1000,clawhairclips.jpg,ALOVSEA10.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,95,1000,Aelephant9.jpg,Apenguin2.jpg,nan,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,96,1000,handshake1.JPG,Astapler12.jpg,nan,0.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,97,1000,ACOMPACT.jpg,26282693.thl.jpg,0.0,nan,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,98,1000,26377183.thl.jpg,Atoyfiretru11.jpg,nan,-64.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
novel,1000,1,99,1000,Atombstone17.jpg,ADRYRACK2.jpg,nan,4.0,nan,nan,2.1540307998657227,2.1540307998657227,0.5,0.5,0.5
